,Price,YearBuilt,Rooms,Bedroom2,Bathroom,Distance,Car,Postcode,Landsize,Eastern Metropolitan,Eastern Victoria,Northern Metropolitan,Northern Victoria,South-Eastern Metropolitan,Southern Metropolitan,Western Metropolitan,Western Victoria,t,u
18064,697000.0,2009.0,4,4.0,2.0,20.5,2.0,3752.0,420.0,0,0,1,0,0,0,0,0,0,0
18065,1060000.0,1950.0,4,4.0,3.0,6.2,3.0,3015.0,441.0,0,0,0,0,0,0,1,0,0,0
18068,1310000.0,1900.0,3,3.0,1.0,5.0,2.0,3182.0,387.0,0,0,0,0,0,1,0,0,0,0
18072,450000.0,1990.0,4,4.0,2.0,31.7,0.0,3429.0,668.0,0,0,0,0,0,0,1,0,0,0
18073,516500.0,2005.0,3,3.0,2.0,31.7,2.0,3429.0,608.0,0,0,0,0,0,0,1,0,0,0
18074,580000.0,2010.0,4,4.0,2.0,31.7,3.0,3429.0,571.0,0,0,0,0,0,0,1,0,0,0
18075,590000.0,1975.0,4,4.0,2.0,31.7,2.0,3429.0,701.0,0,0,0,0,0,0,1,0,0,0
18084,560000.0,1995.0,4,4.0,2.0,10.5,2.0,3020.0,393.0,0,0,0,0,0,0,1,0,0,0
18090,830000.0,2010.0,4,4.0,2.0,18.0,3.0,3037.0,704.0,0,0,0,0,0,0,1,0,0,0
18091,660000.0,2003.0,4,4.0,2.0,18.0,2.0,3037.0,666.0,0,0,0,0,0,0,1,0,0,0
18092,720000.0,1989.0,4,4.0,2.0,15.5,2.0,3038.0,641.0,0,0,0,0,0,0,1,0,0,0
18095,1330000.0,1960.0,5,5.0,2.0,12.4,2.0,3107.0,730.0,1,0,0,0,0,0,0,0,0,0
18096,860000.0,1970.0,3,3.0,1.0,15.3,1.0,3074.0,652.0,0,0,1,0,0,0,0,0,0,0
18106,1140000.0,1980.0,4,4.0,2.0,8.9,2.0,3084.0,574.0,1,0,0,0,0,0,0,0,0,0
18111,975000.0,1965.0,4,4.0,2.0,14.7,2.0,3152.0,858.0,1,0,0,0,0,0,0,0,0,0
18112,1188888.0,1990.0,4,4.0,3.0,14.7,3.0,3152.0,960.0,1,0,0,0,0,0,0,0,0,0
18114,1075000.0,1984.0,5,5.0,2.0,14.7,2.0,3152.0,922.0,1,0,0,0,0,0,0,0,0,0
18116,700000.0,1970.0,3,3.0,1.0,14.5,1.0,3087.0,402.0,0,0,1,0,0,0,0,0,0,0
18117,835000.0,2012.0,4,4.0,2.0,23.6,2.0,3096.0,601.0,0,0,0,1,0,0,0,0,0,0
18119,420000.0,1995.0,3,3.0,2.0,14.7,2.0,3030.0,341.0,0,0,0,0,0,0,1,0,0,0
18121,552000.0,2000.0,4,4.0,2.0,14.7,2.0,3030.0,742.0,0,0,0,0,0,0,1,0,0,0
18122,501000.0,1992.0,3,3.0,1.0,14.7,2.0,3030.0,454.0,0,0,0,0,0,0,1,0,0,0
18127,785000.0,2013.0,4,4.0,2.0,17.6,2.0,3027.0,448.0,0,0,0,0,0,0,1,0,0,0
18128,1115000.0,1935.0,2,2.0,1.0,6.8,2.0,3016.0,380.0,0,0,0,0,0,0,1,0,0,0
18130,2400000.0,1889.0,3,3.0,3.0,6.8,1.0,3016.0,247.0,0,0,0,0,0,0,1,0,0,0
18132,640000.0,2013.0,3,3.0,2.0,25.5,2.0,3750.0,395.0,0,0,1,0,0,0,0,0,0,0
18135,400000.0,2012.0,3,3.0,1.0,27.2,1.0,3024.0,340.0,0,0,0,0,0,0,1,0,0,0
18141,776000.0,2012.0,3,3.0,2.0,10.4,2.0,3042.0,190.0,0,0,0,0,0,0,1,0,0,0
18142,1220000.0,1960.0,4,4.0,2.0,10.4,5.0,3042.0,585.0,0,0,0,0,0,0,1,0,0,0
18145,835000.0,1970.0,3,3.0,2.0,9.4,3.0,3025.0,534.0,0,0,0,0,0,0,1,0,0,0
18146,860000.0,1960.0,3,3.0,1.0,9.4,5.0,3025.0,537.0,0,0,0,0,0,0,1,0,0,0
18150,740000.0,1970.0,4,4.0,2.0,12.8,2.0,3022.0,602.0,0,0,0,0,0,0,1,0,0,0
18153,1800000.0,1950.0,4,4.0,3.0,4.3,2.0,3032.0,561.0,0,0,0,0,0,0,1,0,0,0
18154,1400000.0,1890.0,4,4.0,1.0,4.3,2.0,3032.0,520.0,0,0,0,0,0,0,1,0,0,0
18157,2350000.0,1950.0,4,4.0,2.0,10.2,2.0,3147.0,626.0,0,0,0,0,0,1,0,0,0,0
18158,1360000.0,1950.0,4,4.0,2.0,10.2,2.0,3147.0,701.0,0,0,0,0,0,1,0,0,0,0
18160,1070000.0,1960.0,3,3.0,2.0,21.5,4.0,3195.0,529.0,0,0,0,0,1,0,0,0,0,0
18161,867500.0,1990.0,4,4.0,2.0,21.5,2.0,3195.0,529.0,0,0,0,0,1,0,0,0,0,0
18162,820000.0,2004.0,4,4.0,2.0,16.5,3.0,3049.0,657.0,0,0,1,0,0,0,0,0,0,0
18163,915000.0,2000.0,4,4.0,2.0,16.5,2.0,3049.0,704.0,0,0,1,0,0,0,0,0,0,0
18164,970000.0,2000.0,4,4.0,2.0,9.5,2.0,3034.0,534.0,0,0,0,0,0,0,1,0,0,0
18165,970000.0,1960.0,3,3.0,2.0,9.5,1.0,3034.0,534.0,0,0,0,0,0,0,1,0,1,0
18167,1170000.0,1890.0,2,2.0,1.0,6.4,1.0,3183.0,156.0,0,0,0,0,0,1,0,0,0,0
18169,2650000.0,1940.0,4,4.0,3.0,7.9,2.0,3103.0,663.0,0,0,0,0,0,1,0,0,0,0
18173,2100000.0,2004.0,3,3.0,2.0,9.7,2.0,3104.0,717.0,0,0,0,0,0,1,0,0,0,0
18179,1300000.0,1960.0,3,3.0,1.0,11.4,2.0,3204.0,585.0,0,0,0,0,0,1,0,0,0,0
18182,1750000.0,1920.0,2,2.0,1.0,11.4,1.0,3204.0,717.0,0,0,0,0,0,1,0,0,0,0
18185,1240000.0,1960.0,3,3.0,1.0,13.8,4.0,3165.0,663.0,0,0,0,0,0,1,0,0,0,0
18187,1430000.0,1950.0,3,3.0,1.0,13.8,4.0,3165.0,753.0,0,0,0,0,0,1,0,0,0,0
18188,800000.0,2007.0,4,4.0,2.0,35.2,2.0,3806.0,668.0,0,1,0,0,0,0,0,0,0,0
18189,1050000.0,1999.0,3,3.0,2.0,13.4,2.0,3130.0,353.0,1,0,0,0,0,0,0,0,0,0
18190,1030000.0,1968.0,3,3.0,2.0,13.4,1.0,3130.0,568.0,1,0,0,0,0,0,0,0,0,0
18192,735000.0,1960.0,3,3.0,1.0,25.0,2.0,3155.0,719.0,1,0,0,0,0,0,0,0,0,0
18196,2520000.0,2000.0,4,4.0,3.0,10.5,2.0,3186.0,302.0,0,0,0,0,0,1,0,0,0,0
18202,2100000.0,1950.0,4,4.0,3.0,10.3,2.0,3187.0,600.0,0,0,0,0,0,1,0,0,0,0
18203,500000.0,1960.0,3,3.0,1.0,14.0,1.0,3047.0,404.0,0,0,1,0,0,0,0,0,0,0
18214,755000.0,1970.0,3,3.0,1.0,12.1,1.0,3083.0,459.0,0,0,1,0,0,0,0,0,0,0
18215,770000.0,1970.0,4,4.0,2.0,12.1,1.0,3083.0,586.0,0,0,1,0,0,0,0,0,0,0
18219,1660000.0,1920.0,5,5.0,3.0,7.7,2.0,3124.0,975.0,0,0,0,0,0,1,0,0,0,0
18220,1300000.0,1900.0,3,3.0,1.0,7.7,1.0,3124.0,362.0,0,0,0,0,0,1,0,0,0,0
18223,1625000.0,1940.0,3,3.0,1.0,7.7,2.0,3124.0,487.0,0,0,0,0,0,1,0,0,0,0
18231,1352000.0,1940.0,3,3.0,2.0,8.7,2.0,3162.0,436.0,0,0,0,0,0,1,0,0,0,0
18232,911000.0,1980.0,3,3.0,2.0,27.0,2.0,3196.0,533.0,0,0,0,0,1,0,0,0,0,0
18233,745500.0,1970.0,3,3.0,1.0,27.0,1.0,3196.0,644.0,0,0,0,0,1,0,0,0,0,0
18234,686000.0,1960.0,4,4.0,1.0,27.0,3.0,3196.0,527.0,0,0,0,0,1,0,0,0,0,0
18235,1800000.0,1967.0,3,3.0,2.0,17.9,4.0,3192.0,1231.0,0,0,0,0,0,1,0,0,0,0
18240,1150000.0,1964.0,4,4.0,2.0,17.9,2.0,3192.0,700.0,0,0,0,0,0,1,0,0,0,0
18251,1050000.0,1920.0,3,3.0,1.0,6.7,2.0,3058.0,382.0,0,0,1,0,0,0,0,0,0,0
18252,900000.0,1910.0,4,4.0,2.0,6.7,1.0,3058.0,246.0,0,0,1,0,0,0,0,0,0,0
18259,515000.0,1980.0,4,4.0,1.0,20.6,1.0,3064.0,738.0,0,0,1,0,0,0,0,0,0,0
18260,610000.0,1990.0,3,3.0,2.0,20.6,2.0,3064.0,534.0,0,0,1,0,0,0,0,0,0,0
18263,565100.0,2016.0,4,4.0,2.0,20.6,2.0,3064.0,350.0,0,0,1,0,0,0,0,0,0,0
18264,516000.0,2012.0,3,3.0,2.0,20.6,1.0,3064.0,262.0,0,0,1,0,0,0,0,0,0,0
18268,850000.0,1978.0,3,3.0,2.0,23.0,3.0,3136.0,918.0,1,0,0,0,0,0,0,0,0,0
18278,600000.0,1988.0,3,3.0,2.0,18.0,2.0,3037.0,566.0,0,0,0,0,0,0,1,0,0,0
18286,1201000.0,1980.0,3,3.0,2.0,16.1,0.0,3111.0,786.0,1,0,0,0,0,0,0,0,0,0
18288,802000.0,1960.0,4,4.0,2.0,16.1,1.0,3111.0,462.0,1,0,0,0,0,0,0,0,0,0
18290,1105000.0,1970.0,4,4.0,2.0,16.1,2.0,3111.0,639.0,1,0,0,0,0,0,0,0,0,0
18291,510000.0,2010.0,3,3.0,2.0,25.9,2.0,3754.0,385.0,0,0,0,1,0,0,0,0,0,0
18299,1459000.0,1915.0,3,2.0,1.0,7.2,1.0,3185.0,381.0,0,0,0,0,0,1,0,0,0,0
18310,619000.0,1970.0,3,3.0,1.0,19.6,2.0,3076.0,124.0,0,0,1,0,0,0,0,0,0,0
18311,585000.0,2016.0,4,4.0,2.0,19.6,2.0,3076.0,396.0,0,0,1,0,0,0,0,0,0,0
18312,552000.0,1990.0,3,3.0,1.0,19.6,1.0,3076.0,566.0,0,0,1,0,0,0,0,0,0,0
18321,880000.0,1977.0,4,4.0,2.0,24.8,2.0,3156.0,739.0,1,0,0,0,0,0,0,0,0,0
18324,2540000.0,1910.0,3,3.0,3.0,3.6,1.0,3068.0,244.0,0,0,1,0,0,0,0,0,0,0
18326,1650000.0,1900.0,4,4.0,2.0,3.6,1.0,3068.0,185.0,0,0,1,0,0,0,0,0,0,0
18329,1300000.0,1910.0,3,3.0,1.0,3.4,0.0,3031.0,226.0,0,0,1,0,0,0,0,0,0,0
18333,1225000.0,1900.0,4,4.0,1.0,5.1,2.0,3011.0,403.0,0,0,0,0,0,0,1,0,0,0
18335,1200000.0,1960.0,3,3.0,2.0,15.4,1.0,3131.0,608.0,1,0,0,0,0,0,0,0,0,0
18336,550000.0,1970.0,3,3.0,1.0,38.0,3.0,3199.0,605.0,0,0,0,0,1,0,0,0,0,0
18338,642000.0,1967.0,3,3.0,2.0,38.0,2.0,3199.0,643.0,0,0,0,0,1,0,0,0,0,0
18339,599000.0,1970.0,3,3.0,1.0,38.0,4.0,3199.0,568.0,0,0,0,0,1,0,0,0,0,0
18342,585000.0,1966.0,4,4.0,2.0,38.0,2.0,3199.0,648.0,0,0,0,0,1,0,0,0,0,0
18344,500000.0,1960.0,3,3.0,1.0,36.9,2.0,3200.0,586.0,0,1,0,0,0,0,0,0,0,0
18346,721500.0,1975.0,3,3.0,1.0,12.9,1.0,3043.0,632.0,0,0,0,0,0,0,1,0,0,0
18356,810000.0,1990.0,5,5.0,3.0,11.2,2.0,3046.0,909.0,0,0,1,0,0,0,0,0,0,0
18359,685000.0,1950.0,4,4.0,2.0,11.2,1.0,3046.0,607.0,0,0,1,0,0,0,0,0,0,0
18363,880000.0,2015.0,4,4.0,5.0,20.4,2.0,3059.0,538.0,0,0,1,0,0,0,0,0,0,0
18364,685000.0,1999.0,4,4.0,2.0,20.4,2.0,3059.0,700.0,0,0,1,0,0,0,0,0,0,0
18371,3100000.0,1915.0,4,4.0,2.0,13.8,2.0,3188.0,804.0,0,0,0,0,0,1,0,0,0,0
18374,1700000.0,1996.0,5,5.0,3.0,13.8,2.0,3188.0,656.0,0,0,0,0,0,1,0,0,0,0
18377,1175000.0,2016.0,3,3.0,2.0,13.8,2.0,3188.0,333.0,0,0,0,0,0,1,0,0,0,0
18378,1347000.0,1950.0,3,3.0,1.0,13.8,2.0,3188.0,593.0,0,0,0,0,0,1,0,0,0,0
18380,1660000.0,1890.0,3,3.0,2.0,5.3,1.0,3122.0,120.0,0,0,0,0,0,1,0,0,0,0
18388,610000.0,1992.0,3,3.0,2.0,18.0,2.0,3037.0,812.0,0,0,0,0,0,0,1,0,0,0
18390,811000.0,2000.0,4,4.0,2.0,18.0,2.0,3037.0,700.0,0,0,0,0,0,0,1,0,0,0
18395,570000.0,1980.0,3,3.0,2.0,18.4,2.0,3029.0,626.0,0,0,0,0,0,0,1,0,0,0
18401,1200000.0,2014.0,3,3.0,3.0,7.8,2.0,3079.0,236.0,1,0,0,0,0,0,0,0,0,0
18405,600000.0,1985.0,4,4.0,2.0,14.0,4.0,3021.0,630.0,0,0,0,0,0,0,1,0,0,0
18406,780000.0,1985.0,3,3.0,2.0,15.5,2.0,3038.0,702.0,0,0,0,0,0,0,1,0,0,0
18407,925000.0,1970.0,6,6.0,3.0,11.7,2.0,3033.0,516.0,0,0,0,0,0,0,1,0,0,0
18410,850000.0,1985.0,3,3.0,2.0,11.7,2.0,3033.0,555.0,0,0,0,0,0,0,1,0,0,0
18413,740000.0,1970.0,4,4.0,1.0,11.7,4.0,3033.0,534.0,0,0,0,0,0,0,1,0,0,0
18415,1760000.0,1900.0,3,3.0,2.0,3.4,2.0,3031.0,176.0,0,0,1,0,0,0,0,0,0,0
18416,5200000.0,1920.0,6,6.0,2.0,5.4,2.0,3101.0,1642.0,0,0,0,0,0,1,0,0,0,0
18417,3275000.0,1890.0,5,5.0,5.0,5.4,3.0,3101.0,780.0,0,0,0,0,0,1,0,0,0,0
18420,970000.0,2013.0,4,4.0,2.0,25.2,2.0,3173.0,529.0,0,0,0,0,1,0,0,0,0,0
18421,526000.0,1985.0,3,3.0,1.0,14.0,2.0,3021.0,530.0,0,0,0,0,0,0,1,0,0,0
18425,695000.0,1980.0,3,3.0,1.0,16.3,2.0,3075.0,596.0,0,0,1,0,0,0,0,0,0,0
18427,676000.0,1975.0,4,4.0,2.0,16.3,2.0,3075.0,664.0,0,0,1,0,0,0,0,0,0,0
18437,2180000.0,1920.0,3,3.0,1.0,8.4,2.0,3145.0,697.0,0,0,0,0,0,1,0,0,0,0
18440,1620000.0,1930.0,3,3.0,1.0,8.4,1.0,3145.0,336.0,0,0,0,0,0,1,0,0,0,0
18443,1190000.0,1940.0,3,3.0,1.0,4.3,2.0,3032.0,688.0,0,0,0,0,0,0,1,0,0,0
18444,1770000.0,1980.0,4,4.0,3.0,4.3,3.0,3032.0,606.0,0,0,0,0,0,0,1,0,0,0
18445,1312000.0,1995.0,3,3.0,2.0,11.4,2.0,3204.0,283.0,0,0,0,0,0,1,0,0,1,0
18447,420000.0,1975.0,4,4.0,1.0,29.8,4.0,3338.0,700.0,0,0,0,0,0,0,0,1,0,0
18452,525000.0,1985.0,3,3.0,1.0,25.9,1.0,3754.0,649.0,0,0,1,0,0,0,0,0,0,0
18453,1225000.0,2005.0,4,4.0,3.0,20.6,8.0,3064.0,10590.0,0,0,1,0,0,0,0,0,0,0
18454,1515000.0,1900.0,2,2.0,1.0,3.0,0.0,3206.0,123.0,0,0,0,0,0,1,0,0,0,0
18457,603000.0,1978.0,3,3.0,1.0,17.9,4.0,3082.0,540.0,0,0,1,0,0,0,0,0,0,0
18458,671000.0,1990.0,4,4.0,2.0,17.9,2.0,3082.0,595.0,0,0,1,0,0,0,0,0,0,0
18460,660000.0,1980.0,4,3.0,2.0,17.9,1.0,3082.0,620.0,0,0,1,0,0,0,0,0,0,0
18461,730000.0,1985.0,5,5.0,2.0,17.9,2.0,3082.0,541.0,0,0,1,0,0,0,0,0,0,0
18464,2305000.0,1960.0,3,3.0,1.0,17.2,2.0,3132.0,1714.0,1,0,0,0,0,0,0,0,0,0
18466,1400000.0,1940.0,4,4.0,2.0,6.2,1.0,3039.0,602.0,0,0,0,0,0,0,1,0,0,0
18467,1200000.0,1970.0,3,3.0,2.0,14.3,2.0,3189.0,558.0,0,0,0,0,0,1,0,0,0,0
18468,1250000.0,1960.0,4,4.0,3.0,14.3,2.0,3189.0,585.0,0,0,0,0,0,1,0,0,0,0
18470,1100000.0,1951.0,3,3.0,1.0,14.2,1.0,3149.0,728.0,1,0,0,0,0,0,0,0,0,0
18473,1250000.0,1960.0,4,4.0,2.0,14.2,3.0,3149.0,728.0,1,0,0,0,0,0,0,0,0,0
18482,1250000.0,1967.0,4,4.0,3.0,10.4,1.0,3042.0,325.0,0,0,0,0,0,0,1,0,0,0
18495,563000.0,2013.0,4,4.0,2.0,43.3,2.0,3809.0,430.0,0,1,0,0,0,0,0,0,0,0
18496,1650000.0,1980.0,3,3.0,2.0,11.4,2.0,3204.0,581.0,0,0,0,0,0,1,0,0,0,0
18497,1370000.0,2016.0,3,3.0,2.0,11.4,2.0,3204.0,290.0,0,0,0,0,0,1,0,0,0,0
18498,571000.0,1970.0,4,4.0,2.0,47.3,1.0,3810.0,799.0,0,1,0,0,0,0,0,0,0,0
18499,480000.0,1988.0,3,3.0,1.0,47.3,2.0,3810.0,650.0,0,1,0,0,0,0,0,0,0,0
18500,1140000.0,1960.0,3,3.0,2.0,21.5,2.0,3195.0,652.0,0,0,0,0,1,0,0,0,0,0
18505,1110000.0,2010.0,3,3.0,2.0,8.5,2.0,3044.0,407.0,0,0,1,0,0,0,0,0,0,0
18508,655000.0,2010.0,4,4.0,2.0,14.7,2.0,3030.0,528.0,0,0,0,0,0,0,1,0,0,0
18509,1200000.0,2002.0,2,2.0,2.0,3.5,1.0,3207.0,122.0,0,0,0,0,0,1,0,0,0,0
18510,2725000.0,1900.0,5,5.0,3.0,3.5,0.0,3207.0,249.0,0,0,0,0,0,1,0,0,0,0
18512,1550000.0,2012.0,2,2.0,2.0,4.6,0.0,3181.0,148.0,0,0,0,0,0,1,0,0,0,0
18515,1500000.0,2013.0,4,4.0,2.0,8.4,2.0,3072.0,424.0,0,0,1,0,0,0,0,0,0,0
18517,1081000.0,1950.0,3,3.0,1.0,8.4,4.0,3072.0,489.0,0,0,1,0,0,0,0,0,0,0
18526,980000.0,1940.0,3,3.0,1.0,12.0,4.0,3073.0,694.0,0,0,1,0,0,0,0,0,0,0
18532,2200000.0,1887.0,3,3.0,2.0,2.4,1.0,3121.0,155.0,0,0,1,0,0,0,0,0,0,0
18538,1230000.0,1950.0,5,5.0,3.0,19.9,2.0,3134.0,591.0,1,0,0,0,0,0,0,0,0,0
18540,1675000.0,1960.0,4,4.0,3.0,21.3,2.0,3135.0,1633.0,1,0,0,0,0,0,0,0,0,0
18543,875000.0,2003.0,3,3.0,2.0,21.3,6.0,3135.0,576.0,1,0,0,0,0,0,0,0,0,0
18546,1080000.0,1980.0,4,4.0,2.0,19.9,2.0,3134.0,710.0,1,0,0,0,0,0,0,0,0,0
18547,431000.0,2003.0,3,3.0,2.0,20.6,2.0,3064.0,245.0,0,0,1,0,0,0,0,0,0,0
18548,575000.0,1990.0,3,3.0,2.0,20.6,2.0,3064.0,505.0,0,0,1,0,0,0,0,0,0,0
18552,2200000.0,1917.0,4,4.0,2.0,15.2,2.0,3191.0,589.0,0,0,0,0,0,1,0,0,0,0
18555,850000.0,1960.0,3,3.0,1.0,35.4,3.0,3198.0,700.0,0,0,0,0,1,0,0,0,0,0
18556,520000.0,1975.0,3,3.0,1.0,34.7,1.0,3977.0,485.0,0,0,0,0,1,0,0,0,0,0
18559,870000.0,2015.0,4,4.0,2.0,20.5,2.0,3752.0,512.0,0,0,1,0,0,0,0,0,0,0
18561,621000.0,2002.0,4,4.0,2.0,20.5,2.0,3752.0,568.0,0,0,1,0,0,0,0,0,0,0
18562,612000.0,1995.0,3,3.0,2.0,20.5,2.0,3752.0,348.0,0,0,1,0,0,0,0,0,0,0
18567,660000.0,1984.0,4,4.0,2.0,14.0,4.0,3021.0,582.0,0,0,0,0,0,0,1,0,0,0
18568,620000.0,1975.0,5,5.0,3.0,14.0,2.0,3021.0,534.0,0,0,0,0,0,0,1,0,0,0
18569,620000.0,1990.0,4,4.0,1.0,14.0,2.0,3021.0,535.0,0,0,0,0,0,0,1,0,0,0
18572,1400000.0,1925.0,3,3.0,2.0,8.2,2.0,3041.0,517.0,0,0,0,0,0,0,1,0,0,0
18573,800000.0,2010.0,3,3.0,2.0,8.2,2.0,3041.0,306.0,0,0,0,0,0,0,1,0,1,0
18574,675000.0,2002.0,5,5.0,2.0,31.7,2.0,3429.0,724.0,0,0,0,0,0,0,1,0,0,0
18575,367000.0,1960.0,2,2.0,1.0,31.7,2.0,3429.0,452.0,0,0,0,0,0,0,1,0,0,0
18580,465000.0,1975.0,3,3.0,1.0,31.7,1.0,3429.0,566.0,0,0,0,0,0,0,1,0,0,0
18583,975000.0,1970.0,3,3.0,1.0,10.5,4.0,3020.0,695.0,0,0,0,0,0,0,1,0,0,0
18592,836000.0,2000.0,4,4.0,2.0,15.5,2.0,3038.0,700.0,0,0,0,0,0,0,1,0,0,0
18593,725000.0,1998.0,5,5.0,3.0,15.5,4.0,3038.0,640.0,0,0,0,0,0,0,1,0,0,0
18594,681500.0,1991.0,4,3.0,2.0,15.5,2.0,3038.0,650.0,0,0,0,0,0,0,1,0,0,0
18598,1950000.0,1992.0,5,5.0,3.0,15.5,2.0,3106.0,585.0,1,0,0,0,0,0,0,0,0,0
18600,657000.0,1970.0,3,3.0,1.0,15.3,1.0,3074.0,542.0,0,0,1,0,0,0,0,0,0,0
18601,645000.0,1980.0,4,4.0,1.0,15.3,4.0,3074.0,530.0,0,0,1,0,0,0,0,0,0,0
18603,1250000.0,1925.0,2,2.0,1.0,7.0,1.0,3071.0,338.0,0,0,1,0,0,0,0,0,0,0
18607,700500.0,1980.0,3,3.0,2.0,12.9,5.0,3043.0,573.0,0,0,0,0,0,0,1,0,0,0
18608,1160000.0,1985.0,4,4.0,2.0,17.2,3.0,3133.0,654.0,1,0,0,0,0,0,0,0,0,0
18609,903000.0,1935.0,3,3.0,1.0,17.2,4.0,3133.0,711.0,1,0,0,0,0,0,0,0,0,0
18610,1595000.0,2014.0,4,4.0,2.0,17.2,2.0,3133.0,616.0,1,0,0,0,0,0,0,0,0,0
18613,812000.0,1982.0,3,3.0,2.0,14.7,2.0,3152.0,560.0,1,0,0,0,0,0,0,0,0,0
18616,850000.0,1960.0,3,3.0,1.0,14.5,0.0,3087.0,602.0,0,0,1,0,0,0,0,0,0,0
18618,620000.0,1995.0,4,4.0,2.0,14.7,2.0,3030.0,630.0,0,0,0,0,0,0,1,0,0,0
18621,627500.0,1985.0,3,3.0,3.0,14.7,2.0,3030.0,726.0,0,0,0,0,0,0,1,0,0,0
18622,880000.0,1987.0,4,3.0,2.0,14.7,2.0,3030.0,843.0,0,0,0,0,0,0,1,0,0,0
18628,857500.0,1950.0,3,3.0,1.0,6.4,3.0,3012.0,417.0,0,0,0,0,0,0,1,0,0,0
18635,1285000.0,1910.0,3,3.0,1.0,6.8,0.0,3016.0,285.0,0,0,0,0,0,0,1,0,0,0
18636,2065000.0,1940.0,3,3.0,1.0,6.8,2.0,3016.0,412.0,0,0,0,0,0,0,1,0,0,0
18637,1615000.0,1910.0,5,5.0,2.0,6.8,2.0,3016.0,466.0,0,0,0,0,0,0,1,0,0,0
18638,609000.0,2015.0,4,4.0,2.0,25.5,2.0,3750.0,350.0,0,0,1,0,0,0,0,0,0,0
18640,540000.0,2013.0,3,3.0,2.0,25.5,2.0,3750.0,383.0,0,0,1,0,0,0,0,0,0,0
18643,615000.0,2015.0,4,4.0,2.0,25.5,2.0,3750.0,411.0,0,0,1,0,0,0,0,0,0,0
18644,632000.0,2010.0,4,4.0,2.0,27.2,2.0,3024.0,700.0,0,0,0,0,0,0,1,0,0,0
18647,415000.0,1980.0,3,3.0,1.0,27.2,2.0,3024.0,613.0,0,0,0,0,0,0,1,0,0,0
18648,600000.0,2001.0,3,3.0,2.0,27.2,2.0,3024.0,810.0,0,0,0,0,0,0,1,0,0,0
18654,730000.0,1975.0,3,3.0,1.0,9.5,2.0,3034.0,409.0,0,0,0,0,0,0,1,0,0,0
18655,1225000.0,1970.0,5,5.0,3.0,13.4,1.0,3130.0,554.0,1,0,0,0,0,0,0,0,0,0
18657,830000.0,1980.0,4,4.0,2.0,12.1,2.0,3083.0,596.0,0,0,1,0,0,0,0,0,0,0
18660,450000.0,2007.0,3,3.0,2.0,14.8,2.0,3023.0,154.0,0,0,0,0,0,0,1,0,0,0
18665,560000.0,2013.0,3,3.0,2.0,20.6,2.0,3064.0,400.0,0,0,1,0,0,0,0,0,0,0
18666,511500.0,1970.0,4,4.0,1.0,20.6,2.0,3064.0,666.0,0,0,1,0,0,0,0,0,0,0
18668,1060000.0,2010.0,4,4.0,2.0,23.0,2.0,3136.0,540.0,1,0,0,0,0,0,0,0,0,0
18669,845000.0,1970.0,3,3.0,2.0,23.0,2.0,3136.0,969.0,1,0,0,0,0,0,0,0,0,0
18671,477000.0,2016.0,3,3.0,2.0,25.9,2.0,3754.0,151.0,0,0,0,1,0,0,0,0,0,0
18673,462000.0,1960.0,1,1.0,1.0,36.9,0.0,3782.0,1034.0,0,1,0,0,0,0,0,0,0,0
18679,1120000.0,1970.0,4,4.0,2.0,15.4,2.0,3131.0,497.0,1,0,0,0,0,0,0,0,0,0
18680,697250.0,1959.0,3,3.0,1.0,38.0,1.0,3199.0,613.0,0,0,0,0,1,0,0,0,0,0
18681,561000.0,1970.0,3,3.0,1.0,38.0,2.0,3199.0,608.0,0,0,0,0,1,0,0,0,0,0
18685,685000.0,1950.0,2,2.0,1.0,11.2,1.0,3046.0,362.0,0,0,1,0,0,0,0,0,0,0
18687,1175000.0,1950.0,4,4.0,2.0,21.3,6.0,3135.0,723.0,1,0,0,0,0,0,0,0,0,0
18689,1410000.0,1940.0,3,3.0,2.0,16.0,2.0,3190.0,633.0,0,0,0,0,0,1,0,0,0,0
18695,410000.0,1975.0,4,4.0,1.0,29.8,2.0,3338.0,583.0,0,0,0,0,0,0,0,1,0,0
18697,1120000.0,1995.0,3,3.0,2.0,20.0,2.0,3194.0,277.0,0,0,0,0,1,0,0,0,0,0
18705,1455000.0,1920.0,4,4.0,2.0,12.3,2.0,3166.0,550.0,0,0,0,0,0,1,0,0,0,0
18707,587500.0,2001.0,3,3.0,1.0,14.7,1.0,3030.0,527.0,0,0,0,0,0,0,1,0,0,0
18709,930000.0,1985.0,4,4.0,2.0,23.5,2.0,3178.0,664.0,0,0,0,0,1,0,0,0,0,0
18712,807500.0,2016.0,2,2.0,1.0,5.1,2.0,3011.0,328.0,0,0,0,0,0,0,1,0,0,0
18717,755000.0,1950.0,2,2.0,1.0,6.3,2.0,3013.0,303.0,0,0,0,0,0,0,1,0,0,0
18721,970000.0,1988.0,3,3.0,2.0,11.0,2.0,3018.0,534.0,0,0,0,0,0,0,1,0,0,0
18733,1291000.0,1947.0,3,3.0,2.0,17.3,2.0,3193.0,567.0,0,0,0,0,0,1,0,0,0,0
18735,700000.0,1948.0,2,2.0,1.0,13.8,1.0,3165.0,640.0,0,0,0,0,0,1,0,0,0,0
18736,1751000.0,1970.0,4,4.0,2.0,13.8,2.0,3165.0,591.0,0,0,0,0,0,1,0,0,0,0
